node,tec,vintage,year_all,mode,time,level
R12_PAK,bio_hpl,1995,1995,M1,year,0
R12_PAK,bio_hpl,1995,2000,M1,year,0
R12_PAK,bio_hpl,1995,2005,M1,year,0
R12_PAK,bio_hpl,1995,2010,M1,year,0
R12_PAK,bio_hpl,1995,2015,M1,year,0
R12_PAK,bio_hpl,1995,2020,M1,year,0
R12_PAK,bio_hpl,2000,2000,M1,year,0
R12_PAK,bio_hpl,2000,2005,M1,year,0
R12_PAK,bio_hpl,2000,2010,M1,year,0
R12_PAK,bio_hpl,2000,2015,M1,year,0
R12_PAK,bio_hpl,2000,2020,M1,year,0
R12_PAK,bio_hpl,2000,2025,M1,year,0
R12_PAK,bio_hpl,2005,2005,M1,year,0
R12_PAK,bio_hpl,2005,2010,M1,year,0
R12_PAK,bio_hpl,2005,2015,M1,year,0
R12_PAK,bio_hpl,2005,2020,M1,year,0
R12_PAK,bio_hpl,2005,2025,M1,year,0
R12_PAK,bio_hpl,2005,2030,M1,year,0
R12_PAK,bio_hpl,2010,2010,M1,year,0
R12_PAK,bio_hpl,2010,2015,M1,year,0
R12_PAK,bio_hpl,2010,2020,M1,year,0
R12_PAK,bio_hpl,2010,2025,M1,year,0
R12_PAK,bio_hpl,2010,2030,M1,year,0
R12_PAK,bio_hpl,2010,2035,M1,year,0
R12_PAK,bio_hpl,2015,2015,M1,year,0
R12_PAK,bio_hpl,2015,2020,M1,year,0
R12_PAK,bio_hpl,2015,2025,M1,year,0
R12_PAK,bio_hpl,2015,2030,M1,year,0
R12_PAK,bio_hpl,2015,2035,M1,year,0
R12_PAK,bio_hpl,2015,2040,M1,year,0
R12_PAK,bio_hpl,2020,2020,M1,year,0
R12_PAK,bio_hpl,2020,2025,M1,year,0
R12_PAK,bio_hpl,2020,2030,M1,year,0
R12_PAK,bio_hpl,2020,2035,M1,year,0
R12_PAK,bio_hpl,2020,2040,M1,year,0
R12_PAK,bio_hpl,2020,2045,M1,year,0
R12_PAK,bio_hpl,2025,2025,M1,year,0
R12_PAK,bio_hpl,2025,2030,M1,year,0
R12_PAK,bio_hpl,2025,2035,M1,year,0
R12_PAK,bio_hpl,2025,2040,M1,year,0
R12_PAK,bio_hpl,2025,2045,M1,year,0
R12_PAK,bio_hpl,2025,2050,M1,year,0
R12_PAK,bio_hpl,2030,2030,M1,year,0
R12_PAK,bio_hpl,2030,2035,M1,year,0
R12_PAK,bio_hpl,2030,2040,M1,year,0
R12_PAK,bio_hpl,2030,2045,M1,year,0
R12_PAK,bio_hpl,2030,2050,M1,year,0
R12_PAK,bio_hpl,2030,2055,M1,year,0
R12_PAK,bio_hpl,2035,2035,M1,year,0
R12_PAK,bio_hpl,2035,2040,M1,year,0
R12_PAK,bio_hpl,2035,2045,M1,year,0
R12_PAK,bio_hpl,2035,2050,M1,year,0
R12_PAK,bio_hpl,2035,2055,M1,year,0
R12_PAK,bio_hpl,2035,2060,M1,year,0
R12_PAK,bio_hpl,2040,2040,M1,year,0
R12_PAK,bio_hpl,2040,2045,M1,year,0
R12_PAK,bio_hpl,2040,2050,M1,year,0
R12_PAK,bio_hpl,2040,2055,M1,year,0
R12_PAK,bio_hpl,2040,2060,M1,year,0
R12_PAK,bio_hpl,2040,2070,M1,year,0
R12_PAK,bio_hpl,2045,2045,M1,year,0
R12_PAK,bio_hpl,2045,2050,M1,year,0
R12_PAK,bio_hpl,2045,2055,M1,year,0
R12_PAK,bio_hpl,2045,2060,M1,year,0
R12_PAK,bio_hpl,2045,2070,M1,year,0
R12_PAK,bio_hpl,2050,2050,M1,year,0
R12_PAK,bio_hpl,2050,2055,M1,year,0
R12_PAK,bio_hpl,2050,2060,M1,year,0
R12_PAK,bio_hpl,2050,2070,M1,year,0
R12_PAK,bio_hpl,2055,2055,M1,year,0
R12_PAK,bio_hpl,2055,2060,M1,year,0
R12_PAK,bio_hpl,2055,2070,M1,year,0
R12_PAK,bio_hpl,2060,2060,M1,year,0
R12_PAK,bio_hpl,2060,2070,M1,year,0
R12_PAK,bio_istig,2010,2010,M1,year,0
