Time,Region,PC,PCC,ECPC,AP,Temperature
2025,KEN,207.50575,47.88672,64.20918,37.552666,1.5 deg at 50% with small overshoot
2025,KGZ,25.584755,10.679395,11.639509,11.737864,1.5 deg at 50% with small overshoot
2025,KHM,65.16161,42.246265,43.79795,56.50278,1.5 deg at 50% with small overshoot
2025,KIR,0.50331205,0.115063034,0.14060523,,1.5 deg at 50% with small overshoot
2025,KNA,,,0.12615982,,1.5 deg at 50% with small overshoot
2025,KOR,204.55089,430.8239,409.813,620.69196,1.5 deg at 50% with small overshoot
2025,KWT,17.860533,70.96262,70.25872,108.56204,1.5 deg at 50% with small overshoot
2025,LAO,29.095087,40.21892,40.770466,61.29151,1.5 deg at 50% with small overshoot
2025,LBN,22.68616,19.155502,19.536497,24.814608,1.5 deg at 50% with small overshoot
2025,LBR,20.373363,12.901237,14.640078,17.88128,1.5 deg at 50% with small overshoot
2025,LBY,26.456373,45.583122,45.12172,68.775505,1.5 deg at 50% with small overshoot
2025,LCA,0.70817655,0.36445364,0.35166654,0.47107,1.5 deg at 50% with small overshoot
2025,LDC,,,1110.2819,,1.5 deg at 50% with small overshoot
